name,rank,lineage
Orientia,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rickettsiales__766;f__Rickettsiaceae__775;g__Orientia__69474
Mycoplasmopsis fermentans,species,sk__Bacteria__2;p__Mycoplasmatota__544448;o__Mycoplasmoidales__2790996;f__Metamycoplasmataceae__2895623;g__Mycoplasmopsis__2767358;s__Mycoplasmopsis fermentans__2115
Ruaniaceae,family,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Ruaniaceae__1331736
Bacillota,phylum,sk__Bacteria__2;p__Bacillota__1239
Dokdonia,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Dokdonia__326319
Brevibacterium sp.,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Brevibacteriaceae__85019;g__Brevibacterium__1696;s__Brevibacterium sp.__1701
Ruania albidiflava,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Ruaniaceae__1331736;g__Ruania__626119;s__Ruania albidiflava__366586
Agrobacterium sp.,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Rhizobiaceae__82115;g__Agrobacterium__357;s__Agrobacterium sp.__361
Megasphaera genomosp. type_1,species,sk__Bacteria__2;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Megasphaera__906;s__Megasphaera genomosp. type_1__699192
Methylobacterium nodulans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Methylobacteriaceae__119045;g__Methylobacterium__407;s__Methylobacterium nodulans__114616
Acholeplasma oculi,species,sk__Bacteria__2;p__Mycoplasmatota__544448;c__Mollicutes__31969;o__Acholeplasmatales__186329;f__Acholeplasmataceae__2146;g__Acholeplasma__2147;s__Acholeplasma oculi__35623
Larkinella bovis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Cytophagia__768503;o__Cytophagales__768507;f__Spirosomataceae__2896860;g__Larkinella__332157;s__Larkinella bovis__683041
Achromobacter insuavis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Alcaligenaceae__506;g__Achromobacter__222;s__Achromobacter insuavis__1287735
Pseudomonas sp. HMSC075A08,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas sp. HMSC075A08__1739250
Gordonia rubripertincta,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Mycobacteriales__85007;f__Gordoniaceae__85026;g__Gordonia__2053;s__Gordonia rubripertincta__36822
Pseudothermotoga lettingae,species,sk__Bacteria__2;p__Thermotogota__200918;c__Thermotogae__188708;o__Thermotogales__2419;f__Thermotogaceae__188709;g__Pseudothermotoga__1643951;s__Pseudothermotoga lettingae__177758
Marinitoga hydrogenitolerans,species,sk__Bacteria__2;p__Thermotogota__200918;c__Thermotogae__188708;o__Petrotogales__1643947;f__Petrotogaceae__1643949;g__Marinitoga__160798;s__Marinitoga hydrogenitolerans__287990
Chitinophaga jiangningensis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Chitinophagia__1853228;o__Chitinophagales__1853229;f__Chitinophagaceae__563835;g__Chitinophaga__79328;s__Chitinophaga jiangningensis__1419482
Cytobacillus firmus,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Cytobacillus__2675230;s__Cytobacillus firmus__1399
Brevibacterium casei,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Brevibacteriaceae__85019;g__Brevibacterium__1696;s__Brevibacterium casei__33889
Kangiella sediminilitoris,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Kangiellales__2887327;f__Kangiellaceae__1920240;g__Kangiella__261963;s__Kangiella sediminilitoris__1144748
Kangiella japonica,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Kangiellales__2887327;f__Kangiellaceae__1920240;g__Kangiella__261963;s__Kangiella japonica__647384
Pseudomonas chengduensis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas chengduensis__489632
Burkholderia,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Burkholderiaceae__119060;g__Burkholderia__32008
Halolactibacillus sp. JCM 19043,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Halolactibacillus__306539;s__Halolactibacillus sp. JCM 19043__1460638
Oceanisphaera litoralis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Aeromonadales__135624;f__Aeromonadaceae__84642;g__Oceanisphaera__225143;s__Oceanisphaera litoralis__225144
Coprobacillus sp. 8_2_54BFAA,species,sk__Bacteria__2;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Coprobacillaceae__2810280;g__Coprobacillus__100883;s__Coprobacillus sp. 8_2_54BFAA__469597
Pseudokineococcus lusitanus,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Kineosporiales__622452;f__Kineosporiaceae__83778;g__Pseudokineococcus__1156392;s__Pseudokineococcus lusitanus__763993
Anaplasma phagocytophilum,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rickettsiales__766;f__Anaplasmataceae__942;g__Anaplasma__768;s__Anaplasma phagocytophilum__948
Nesterenkonia sp. YIM 90720,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Micrococcaceae__1268;g__Nesterenkonia__57494;s__Nesterenkonia sp. YIM 90720__417221
Alloprevotella rava,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552;g__Alloprevotella__1283313;s__Alloprevotella rava__671218
Agrococcus versicolor,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Microbacteriaceae__85023;g__Agrococcus__46352;s__Agrococcus versicolor__501482
Paenibacillus sp. IHB B 2251,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Paenibacillaceae__186822;g__Paenibacillus__44249;s__Paenibacillus sp. IHB B 2251__882168
Lactococcus chungangensis,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Lactococcus__1357;s__Lactococcus chungangensis__451457
Methylotenera,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Nitrosomonadales__32003;f__Methylophilaceae__32011;g__Methylotenera__359407
Actinocorallia sp. YIM 56155,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Streptosporangiales__85012;f__Thermomonosporaceae__2012;g__Actinocorallia__58108;s__Actinocorallia sp. YIM 56155__566001
Nocardia neocaledoniensis,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Mycobacteriales__85007;f__Nocardiaceae__85025;g__Nocardia__1817;s__Nocardia neocaledoniensis__236511
Pseudorhodoferax,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Comamonadaceae__80864;g__Pseudorhodoferax__747294
Nesterenkonia xinjiangensis,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Micrococcaceae__1268;g__Nesterenkonia__57494;s__Nesterenkonia xinjiangensis__225327
Oceanisphaera,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Aeromonadales__135624;f__Aeromonadaceae__84642;g__Oceanisphaera__225143
Sediminitomix,genus,sk__Bacteria__2;p__Bacteroidota__976;c__Cytophagia__768503;o__Cytophagales__768507;f__Flammeovirgaceae__200667;g__Sediminitomix__379074
Knoellia aerolata,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Intrasporangiaceae__85021;g__Knoellia__136099;s__Knoellia aerolata__442954
Acetobacterium fimetarium,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Eubacteriaceae__186806;g__Acetobacterium__33951;s__Acetobacterium fimetarium__52691
Candidatus Methylacidiphilum infernorum,species,sk__Bacteria__2;p__Verrucomicrobiota__74201;c__Methylacidiphilae__1955630;o__Methylacidiphilales__717963;f__Methylacidiphilaceae__717964;g__Methylacidiphilum__511745;s__Candidatus Methylacidiphilum infernorum__511746
Weissella sp. NBRC 107217,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Weissella__46255;s__Weissella sp. NBRC 107217__1114040
[Haemophilus] felis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pasteurellales__135625;f__Pasteurellaceae__712;s__[Haemophilus] felis__123822
Sulfitobacter sp. KMM 6759,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rhodobacterales__204455;f__Roseobacteraceae__2854170;g__Sulfitobacter__60136;s__Sulfitobacter sp. KMM 6759__1386909
Yersinia enterocolitica,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Yersiniaceae__1903411;g__Yersinia__629;s__Yersinia enterocolitica__630
Sulfoacidibacillus,genus,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Alicyclobacillaceae__186823;g__Sulfoacidibacillus__3025858
Bacilli,class,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061
Rhodanobacter denitrificans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Xanthomonadales__135614;f__Rhodanobacteraceae__1775411;g__Rhodanobacter__75309;s__Rhodanobacter denitrificans__666685
Phyllobacterium trifolii,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Phyllobacteriaceae__69277;g__Phyllobacterium__28100;s__Phyllobacterium trifolii__300193
Rheinheimera mesophila,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Chromatiales__135613;f__Chromatiaceae__1046;g__Rheinheimera__67575;s__Rheinheimera mesophila__1547515
Nocardioides sp.,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Propionibacteriales__85009;f__Nocardioidaceae__85015;g__Nocardioides__1839;s__Nocardioides sp.__35761
Macellibacteroides sp. HH-ZS,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Porphyromonadaceae__171551;g__Macellibacteroides__1159323;s__Macellibacteroides sp. HH-ZS__1857568
Serratia ureilytica,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Yersiniaceae__1903411;g__Serratia__613;s__Serratia ureilytica__300181
Pseudomonas sp. BS-2016,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas sp. BS-2016__1907766
Clavibacter sepedonicus,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Microbacteriaceae__85023;g__Clavibacter__1573;s__Clavibacter sepedonicus__31964
Sphingobacterium sp. CCBAU 10953,species,sk__Bacteria__2;p__Bacteroidota__976;c__Sphingobacteriia__117747;o__Sphingobacteriales__200666;f__Sphingobacteriaceae__84566;g__Sphingobacterium__28453;s__Sphingobacterium sp. CCBAU 10953__1071880
Sediminitomix flava,species,sk__Bacteria__2;p__Bacteroidota__976;c__Cytophagia__768503;o__Cytophagales__768507;f__Flammeovirgaceae__200667;g__Sediminitomix__379074;s__Sediminitomix flava__379075
Oceanobacillus caeni,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Oceanobacillus__182709;s__Oceanobacillus caeni__405946
Pseudomonas indoloxydans,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas indoloxydans__404407
Nitrosomonas halophila,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Nitrosomonadales__32003;f__Nitrosomonadaceae__206379;g__Nitrosomonas__914;s__Nitrosomonas halophila__44576
Streptococcus sp. NM,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Streptococcus__1301;s__Streptococcus sp. NM__2292266
Thermoanaerobacterales,order,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Thermoanaerobacterales__68295
Orientia tsutsugamushi,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Rickettsiales__766;f__Rickettsiaceae__775;g__Orientia__69474;s__Orientia tsutsugamushi__784
Prevotella koreensis,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552;g__Prevotella__838;s__Prevotella koreensis__2490854
Wohlfahrtiimonas chitiniclastica,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Cardiobacteriales__135615;f__Ignatzschineriaceae__3018589;g__Wohlfahrtiimonas__582472;s__Wohlfahrtiimonas chitiniclastica__400946
Enterobacter cancerogenus,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Enterobacter__547;s__Enterobacter cancerogenus__69218
Pandoraea pnomenusa,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Burkholderiaceae__119060;g__Pandoraea__93217;s__Pandoraea pnomenusa__93220
Halanaerobium praevalens,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Halanaerobiales__53433;f__Halanaerobiaceae__972;g__Halanaerobium__2330;s__Halanaerobium praevalens__2331
Hoyosella subflava,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Mycobacteriales__85007;f__Hoyosellaceae__3040680;g__Hoyosella__697025;s__Hoyosella subflava__639313
Dokdonia sp. 4H-3-7-5,species,sk__Bacteria__2;p__Bacteroidota__976;c__Flavobacteriia__117743;o__Flavobacteriales__200644;f__Flavobacteriaceae__49546;g__Dokdonia__326319;s__Dokdonia sp. 4H-3-7-5__983548
Oceanobacillus sp. YIM DH3,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Oceanobacillus__182709;s__Oceanobacillus sp. YIM DH3__368835
Nesterenkonia sp. YIM 90719,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Micrococcaceae__1268;g__Nesterenkonia__57494;s__Nesterenkonia sp. YIM 90719__417220
Neobacillus vireti,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Bacillaceae__186817;g__Neobacillus__2675232;s__Neobacillus vireti__220686
Ureaplasma gallorale,species,sk__Bacteria__2;p__Mycoplasmatota__544448;o__Mycoplasmoidales__2790996;f__Mycoplasmoidaceae__2790998;g__Ureaplasma__2129;s__Ureaplasma gallorale__42096
Prevotellaceae bacterium Marseille-P2826,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552;s__Prevotellaceae bacterium Marseille-P2826__1852368
Leptotrichia sp. oral taxon 212,species,sk__Bacteria__2;p__Fusobacteriota__32066;c__Fusobacteriia__203490;o__Fusobacteriales__203491;f__Leptotrichiaceae__1129771;g__Leptotrichia__32067;s__Leptotrichia sp. oral taxon 212__712357
Pseudomonas sp. PH1b,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas sp. PH1b__1397282
Pseudomonas extremorientalis,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pseudomonadales__72274;f__Pseudomonadaceae__135621;g__Pseudomonas__286;s__Pseudomonas extremorientalis__169669
Faecalibacterium sp. An58,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Faecalibacterium__216851;s__Faecalibacterium sp. An58__1965648
Fructobacillus tropaeoli,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Fructobacillus__559173;s__Fructobacillus tropaeoli__709323
Streptococcus sp. Marseille-P644,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Streptococcus__1301;s__Streptococcus sp. Marseille-P644__2487316
Streptococcus sp. HMSC36C04,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300;g__Streptococcus__1301;s__Streptococcus sp. HMSC36C04__1608868
Microcella alkaliphila,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Microbacteriaceae__85023;g__Microcella__337004;s__Microcella alkaliphila__279828
Yersinia intermedia,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Yersiniaceae__1903411;g__Yersinia__629;s__Yersinia intermedia__631
Lactobacillus sp. HMSC077C11,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Lactobacillus__1578;s__Lactobacillus sp. HMSC077C11__1715170
Sulfoacidibacillus thermotolerans,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Bacillales__1385;f__Alicyclobacillaceae__186823;g__Sulfoacidibacillus__3025858;s__Sulfoacidibacillus thermotolerans__1765684
Prevotella jejuni,species,sk__Bacteria__2;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552;g__Prevotella__838;s__Prevotella jejuni__1177574
Afipia birgiae,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Alphaproteobacteria__28211;o__Hyphomicrobiales__356;f__Nitrobacteraceae__41294;g__Afipia__1033;s__Afipia birgiae__151414
Shewanella sp. 38A_GOM-205m,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Alteromonadales__135622;f__Shewanellaceae__267890;g__Shewanella__22;s__Shewanella sp. 38A_GOM-205m__1380363
Xanthomonas phaseoli,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Xanthomonadales__135614;f__Xanthomonadaceae__32033;g__Xanthomonas__338;s__Xanthomonas phaseoli__1985254
Fusobacterium sp. CM21,species,sk__Bacteria__2;p__Fusobacteriota__32066;c__Fusobacteriia__203490;o__Fusobacteriales__203491;f__Fusobacteriaceae__203492;g__Fusobacterium__848;s__Fusobacterium sp. CM21__936562
Salinicola,genus,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Oceanospirillales__135619;f__Halomonadaceae__28256;g__Salinicola__404432
Micrococcus sp. FDAARGOS_333,species,sk__Bacteria__2;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Micrococcales__85006;f__Micrococcaceae__1268;g__Micrococcus__1269;s__Micrococcus sp. FDAARGOS_333__1930558
Proteus genomosp. 4,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Morganellaceae__1903414;g__Proteus__583;s__Proteus genomosp. 4__1311818
Yersinia sp. FDAARGOS_228,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Yersiniaceae__1903411;g__Yersinia__629;s__Yersinia sp. FDAARGOS_228__1839800
Peptacetobacter hominis,species,sk__Bacteria__2;p__Bacillota__1239;c__Clostridia__186801;o__Peptostreptococcales__3082720;f__Peptostreptococcaceae__186804;g__Peptacetobacter__2743582;s__Peptacetobacter hominis__2743610
Serratia sp. Leaf51,species,sk__Bacteria__2;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Yersiniaceae__1903411;g__Serratia__613;s__Serratia sp. Leaf51__1736224
Weissella jogaejeotgali,species,sk__Bacteria__2;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958;g__Weissella__46255;s__Weissella jogaejeotgali__1631871
